,delay
0,0.07535505294799805
1,0.8041763305664062
2,0.2762577533721924
3,0.2939932346343994
4,0.320573091506958
5,0.06555557250976562
6,0.06588125228881836
7,0.07555651664733887
8,0.07586455345153809
9,0.08506298065185547
10,0.0648808479309082
11,0.06098365783691406
12,0.07380986213684082
13,0.05299067497253418
14,0.09114551544189453
15,0.08860540390014648
16,0.0841970443725586
17,0.08067727088928223
18,0.08556103706359863
19,0.07480072975158691
20,0.07451486587524414
21,0.05252957344055176
22,0.08300971984863281
23,0.07083892822265625
24,0.06940197944641113
25,0.07889151573181152
26,0.07478857040405273
27,0.08043575286865234
28,0.07357597351074219
29,0.05164742469787598
30,0.20528316497802734
31,0.05466508865356445
32,0.08487749099731445
33,0.06590080261230469
34,0.0636444091796875
35,0.08617305755615234
36,0.06821393966674805
37,0.07805514335632324
38,0.07750201225280762
39,0.06547832489013672
40,0.07277655601501465
41,0.08523249626159668
42,0.06393265724182129
43,0.08021092414855957
44,0.06937766075134277
45,0.06373810768127441
46,0.08249354362487793
47,0.08281159400939941
48,0.07931661605834961
49,0.04807782173156738
50,0.07289743423461914
51,0.05669260025024414
52,0.06706380844116211
53,0.06421780586242676
54,0.08566737174987793
55,0.07956457138061523
56,0.06777811050415039
57,0.060708045959472656
58,0.2505941390991211
59,0.06412625312805176
60,0.07478880882263184
61,0.0666801929473877
62,0.054703712463378906
